Descripcion;IdArticu;StockActual;FechaUltimaEntrada;FechaCaducidad;Puc;Pmc;Pvp;ProveedorHabitual;Laboratorio
L-GLUTAMINE 500 MG 60 CAPS. NATURE'S PLUS;000234;0;2017-10-26 00:00:00.000;NULL;17.6569;17.66;24.95;0032; 
CALCIUM CITRATE W/VIT.D3 60 TAB. LAB.SOLGAR;000235;0;2021-11-17 00:00:00.000;NULL;7.793544;7.79;13.45;0221;00007
BETAINA HCL 324MG/PEPSINA 5 MG 180 COMPR. LAMBER;000236;0;2022-10-24 00:00:00.000;NULL;21.8567;21.86;30.85;0032;P1752
CANDI 5 30 CAPS. INOVANCE;000237;0;2022-11-24 00:00:00.000;NULL;21.0657;21.07;26;0032; 
INDOL3 CARBINOL 60 CAPS. SURAVITASAN;000238;0;2017-11-08 00:00:00.000;NULL;25.065;25.07;36.55;0032; 
BASTONCILLOS GLICERINA/LIMON 100 UNDES, BEBERI;000239;0;2018-03-01 00:00:00.000;NULL;17.5166;17.52;24.95; ; 
HIDROCLOROTIAZIDA 2 MG/ML 100 ML JARABE (FM);000240;0;NULL;NULL;0;0;11.96;NULL; 
ZUECOS SUECOS ODEN AZUL T.37;000241;0;2017-11-13 00:00:00.000;NULL;24.2809;24.28;39.95; ; 
ZINC QUELADO 100 COMPR. LAB.SOLGAR;000242;3;2023-09-14 00:00:00.000;2025-05-01 00:00:00.000;8.4887;8.49;15.95;0221;00007
GEL DE ALGAS PARABOTICA 400 ML;000243;0;2013-10-29 00:00:00.000;NULL;1.5;1.5;2; ; 
CALCIO/MAGNESIO CITRATO 50 COMPR. LAB.SOLGAR;000244;3;2023-10-23 00:00:00.000;2026-09-01 00:00:00.000;9.1821;9.18;13.95;0221;00007
LACTASA 3500 30 COMPR.MASTI. LAB.SOLGAR;000245;0;2021-07-12 00:00:00.000;NULL;10.43;10.43;18.95;0221;00007
NUTRIENTES ANTIOX. 50 COMPR. (SOLGAR);000246;0;2020-02-10 00:00:00.000;NULL;17.5217;17.52;33.95;0221;00007
FULL SPECTRUM OMEGA 120 PERLAS LAB.SOLGAR;000247;0;2022-11-22 00:00:00.000;NULL;22.49563698;22.5;41.95;0221;00007
METRONIDAZOL 1% 100 G GEL TOPICO (FM);000248;0;NULL;NULL;0;0;15.15;NULL; 
JABON DE ALEPO 200 GRS.;000249;0;2022-08-12 00:00:00.000;NULL;6.0576;6.06;7.95;0032;P1840
PICOLINATO DE CROMO 90 TABL. SOLGAR;000250;0;2018-02-26 00:00:00.000;NULL;7.6198;7.62;11.95;0221;00007
CITRULINA COMPETITION 300 MG POLVO -MEGA PLUS-;000251;0;2020-06-09 00:00:00.000;NULL;21.83;21.83;29.95;0032; 
TARAXACUM DENS. LEONIS TM 60 ML BOIRON;000252;0;NULL;NULL;10.47;10.47;14.95;0020;P0858
TURMERIC (CURCUMA) 60 VEG. LAB.SOLGAR;000253;0;2021-07-12 00:00:00.000;NULL;15.4846;15.88;28.45;0221;00007
POLEN GRANO FRASCO 440 GR HIJAS DEL SOL -YNSADIE;000254;0;2020-08-18 00:00:00.000;NULL;7.4861;7.49;10.95;0032;P0754
MULTI-GUARD ADR 120 TABL. LAB.LAMBERTS;000255;0;2018-01-18 00:00:00.000;NULL;30.07;30.07;42.95;0032;P1752
OMEPRAZOL 4 MG/ML 100 ML SUSPENSION ORAL (FM);000256;0;NULL;NULL;0;0;12.21;NULL; 
PROPRANOLOL 1 MG/ML 50 ML JARABE (FM);000257;0;NULL;NULL;0;0;12.04;NULL; 
AJOWAN ACEITE ESENCIAL 30 ML LAB.TERPENIC;000258;0;2018-04-25 00:00:00.000;NULL;10.9172;10.92;15.41;0032; 
WHEY TO GO 907 G PROTEIN SUERO VAINILLA -SOLGAR-;000259;0;2020-12-03 00:00:00.000;NULL;50.1563;50.16;87.45;0221;00007
L-TIROSINA 500 MG 50 CAP SOLGAR;000260;1;2023-10-23 00:00:00.000;2026-05-01 00:00:00.000;14.0865;14.09;21.45;0221;00007
HEMATINIC FORMULA 100 TAB -SOLGAR-;000261;0;2021-12-16 00:00:00.000;NULL;9.7111836;9.71;16.95;0221;00007
ESPINO BLANCO EXT. 50 ML;000262;0;2018-02-01 00:00:00.000;NULL;4.9428;4.94;7.5;0032;E0905
VITAMIN E 60 ML SOLGAR;000263;2;2023-09-14 00:00:00.000;NULL;13.1563;13.16;19.95;0221;00007
SEROTONE 60 CAPS. (INNOVANCE);000264;0;2023-08-07 00:00:00.000;NULL;20.8986;20.9;26.95;0032;P2027
RANITIDINA 15 MG/ML 50 ML JARABE (FM);000265;0;NULL;NULL;0;0;13.04;NULL; 
TALONERA ALZA SRA.5 MM 2 UNDES.;000266;0;2018-01-25 00:00:00.000;NULL;5.2496;5.25;7.95;0115;E5136
CALCIUM MAGNESIUM CITRATE 100 TABL. SOLGAR;000267;0;2022-09-22 00:00:00.000;NULL;14.09575392;14.1;25.95;0221;00007
TUSSERBE JUNIOR 180 ML LAB. ESI;000268;0;2018-02-21 00:00:00.000;NULL;8.355;8.36;10.95;0032;P0101
SET BIBERON 270 ML+BROCHE+CHUPETE 0-4 MESES;000269;0;2018-01-31 00:00:00.000;NULL;13.9703;13.97;19.95; ;P0815
BARIUM COMP. WELEDA;000270;0;2018-02-01 00:00:00.000;NULL;11.4797;11.48;15.55;0032;P0205
TESTOSTERONA 2% 100 G POMADA (FM);000271;0;NULL;NULL;0;0;27.54;NULL; 
SKIN DOCTORS INSTANT EYELIFT 10 ML;000272;0;2018-02-08 00:00:00.000;NULL;22.56;22.56;31.95; ; 
SKIN DOCTORS INSTANT FACELIFT 30 ML;000273;0;2018-02-08 00:00:00.000;NULL;24.36;24.36;34.95; ; 
GARCINIA SLIM 60*3 (180 CAPS.) SENSILAB;000274;0;2018-02-05 00:00:00.000;NULL;24.9;24.9;34.95; ; 
LIPIKAR SYNDET AP+ 100ML;000275;0;2018-09-14 00:00:00.000;NULL;1.37;1.37;1.95; ; 
SKIN DOCTORS VEIN AWAY PLUS;000276;0;2018-02-08 00:00:00.000;NULL;14.35;14.35;20.5;0224; 
STEVIAT EDULCORANTE 30 ML -SORIA NATURAL-;000277;0;2019-03-21 00:00:00.000;NULL;4.18864;4.19;5.75; ; 
REGALIZ AMARELLI CAJA GRANDE;000278;0;2018-05-22 00:00:00.000;NULL;3.98812;3.99;6.5;0021; 
BIMANAN SUSTITUTIVE BATIDO CHOCO 330 ML;000279;0;2018-09-27 00:00:00.000;NULL;1.963425;1.96;2.95;0111;P0216
OBSEQUIO BIMANAN DETOX 500ML;000280;0;NULL;NULL;0;0;0; ; 
ESPIRONOLACTONA 3 MG/ML 100 ML JARABE (FM);000281;0;NULL;NULL;0;0;13.08;NULL; 
PROSTATE SUPPORT 60 CAPS. SOLGAR;000282;0;2023-10-23 00:00:00.000;NULL;33.4534;33.45;53.75;0221;00007
WOMAN ISDIN HIG. INTIMA DUPLO 2*200 ML;000283;0;2023-03-21 00:00:00.000;NULL;10.8564;10.86;15.95; ;E0666
LIPIKAR GEL LAVANTE 100ML;000284;0;2020-10-31 00:00:00.000;NULL;1.37;0;1.95; ;P0508
LA ROCHE POSA SOLUCION MICELAR PIEL SENSIBLE 200;000285;0;NULL;NULL;6.27;6.27;8.95; ;P0508
FUROSEMIDA 2 MG/ML 100 ML JARABE (FM);000286;0;NULL;NULL;0;0;12.07;NULL; 
GLUTAVANCE 400GR;000287;0;2022-09-06 00:00:00.000;NULL;46.3424;46.34;57.2;0032; 
HIDRALAZINA 1 MG/ML 100 ML SOLUCION ORAL (FM);000288;0;NULL;NULL;0;0;10.46;NULL; 
ACEITE DE ALMENTRAS DULCES PRANAROM 50 CC;000289;2;2023-09-08 00:00:00.000;NULL;6.5971;6.6;9.95;0241;P0816
ISONIAZIDA 10 MG/ML 100 ML JARABE (FM);000290;0;NULL;NULL;0;0;12.36;NULL; 
PROPRANOLOL 2 MG/ML 100 ML JARABE (FM);000292;0;NULL;NULL;0;0;12.57;NULL; 
PROPRANOLOL 2 MG/ML 200 ML JARABE (FM);000293;0;NULL;NULL;0;0;18.38;NULL; 
PROPRANOLOL 5 MG/ML 100 ML JARABE (FM);000294;0;NULL;NULL;0;0;13.63;NULL; 
VITAMIN C C/ESCARAM. 1.000MG 250 TABL. (SOLGAR);000295;0;2023-03-02 00:00:00.000;NULL;31.0719108;31.07;49.95;0221;00007
BABY NATU ISDIN  PACK LOCION + GEL 400ML;000296;0;2021-09-24 00:00:00.000;NULL;16.3722;16.37;25.5; ;E0666
BIBERON NATURAL+CHUPETE AVENT SET RECIEN NACIDO;000297;0;2018-02-19 00:00:00.000;NULL;0;0;10.95; ;E1171
LIMA DIHOMA;000298;0;2011-10-17 00:00:00.000;NULL;1.3701;1.37;1.95; ; 
APROLIS ANTIVIRICO (EXTR. A-V) 30 ML;000299;0;2023-03-24 00:00:00.000;NULL;11.4074;11.41;16.25;0032;P2092
ARCILLA ROJA FINA 1 KG -SORIA NATURAL-;000300;0;2021-02-02 00:00:00.000;NULL;4.7902;4.79;6.65;0032;E0905
DARMOCARE PRO 10 SOBRES;000301;0;2020-05-21 00:00:00.000;NULL;10.7167;10.72;15.1; ; 
MAGNESIO B6+ 90 COMPR. THERASCIENCE;000302;0;2018-02-27 00:00:00.000;NULL;11.3962;11.4;15;0032;P2006
VIT.D3 400 UI 120 PERLAS LAB.SOLARAY;000303;0;2018-02-28 00:00:00.000;NULL;7.798;7.8;11.11;0032; 
APROLIS EXTR.PROPOLEO 20% GOTAS 30 ML;000304;0;2021-10-20 00:00:00.000;NULL;10.15;10.15;14.5;0032;P2092
GLUCOSAMINA MSM COMPLEX 60 COMPR. (SOLGAR);000305;0;2022-03-18 00:00:00.000;NULL;19.9;19.4;32.95;0221;00007
LINOGRAN ACEITE DE LINO 120 PERLAS EL GRANERO;000306;0;2018-03-26 00:00:00.000;NULL;7.1177;7.12;8.9;0032; 
TIAMINA 100 MG/ML 15 ML JARABE (FM);000307;0;NULL;NULL;0;0;12.25;NULL; 
COMODYNES SELF-TANNING 1 TOALLITA;000308;0;2015-04-10 00:00:00.000;NULL;1.0348;1.03;1.6;0099;E0926
ZUECOS SUECOS MOD. BIL Nº39 BLANCO;000309;0;2018-05-04 00:00:00.000;NULL;39;39;66.95; ; 
ZUECOS SUECOS MOD. BIL Nº40 BLANCO;000310;0;2018-03-12 00:00:00.000;NULL;40.6743;40.67;66.95; ; 
ZUECOS SUECOS MOD.BIL Nº37 BLANCO;000311;0;2018-03-12 00:00:00.000;NULL;40.6743;40.67;66.95; ; 
INULAC 30 COMPR. SORIA NATURAL;000312;0;2018-10-16 00:00:00.000;NULL;5.4235;5.42;7.95;0032;E0905
FUMARIA 50 GRS. SORIA NATURAL;000313;0;2018-03-13 00:00:00.000;NULL;1.6264;1.63;2.5;0032; 
ZARZAPARRILLA  45 CAPS. ERGOSPHERE;000314;0;2018-03-13 00:00:00.000;NULL;6.7731;6.77;8.98;0032; 
VITAMINA C 1.000 MG 250 VEGETABS (SOLGAR);000316;0;2020-02-10 00:00:00.000;NULL;24.4919619648;24.49;47.45;0221;00007
L-CARNITINE 1500 MGRS 20 AMP. ARTESANIA AGRICOLA;000317;0;2018-03-13 00:00:00.000;NULL;15.7408;15.74;21.6;0032;P0117
SEMILLAS DE ALBARICOQUE 160 CAPS. AYURSANA;000318;0;2018-09-04 00:00:00.000;NULL;27.85;27.85;39.29;0032; 
PAU D'ARCO HOLOFIT 50 CAPS.;000319;0;2018-03-14 00:00:00.000;NULL;8.7115;8.71;11.46;0032;P1997
HEPACTIV 60 COMPR. INOVANCE;000320;0;2023-11-07 00:00:00.000;NULL;19.4393;19.44;24;0032;P2027
FERRUM (HIERRO) 60 COMPR. INOVANCE;000322;0;2018-08-03 00:00:00.000;NULL;14.5823;14.58;18;0032;P2027
CROMOGLICATO DISODICO 120 MG 50 SOBRES (FM);000323;0;NULL;NULL;0;0;35.43;NULL; 
ONAGRA CASSIS 100 CAPS. INOVANCE;000324;0;2023-06-13 00:00:00.000;NULL;18.7932;18.79;23.2;0032;P2027
QUELL FISH OIL EPA/D'HU PLUS D 60 PERLAS;000325;0;2018-03-27 00:00:00.000;NULL;53.0153;53.02;74.79;0032;P2027
LEVADURA DE CERVEZA 80 COMPR. LA JUSTICIA;000327;0;2018-05-03 00:00:00.000;NULL;3.54;3.54;5;0032;P1458
GENTLE VITAMIN C 500 MG 100 TABL. LAMBERTS;000329;0;2021-12-29 00:00:00.000;NULL;15.5403;15.54;21.95;0032;P1752
TRI-EN-ALL 60 PERLAS DOUGLAS;000330;0;2018-04-03 00:00:00.000;NULL;46.429;46.43;57.82;0032; 
ALCALIANCE+ 30 SOBRES;000332;0;2018-04-24 00:00:00.000;NULL;12.1537;12.15;16.4; ; 
LIMEPLUS BAÑO DE AZUFRE 118 ML;000333;0;2018-04-03 00:00:00.000;NULL;18.4378;18.44;25.95;0069; 
OTC KIT DIMETICONA;000334;0;2015-09-18 00:00:00.000;NULL;8.9476;8.95;14.95; ;P0206
CREMA DE PAÑAL MALVA BLANCA 50 ML WELLEDA;000335;0;2015-12-02 00:00:00.000;NULL;6.94;6.94;9.5;0032;P0205
VITAMINA K2 D3 30 ML. MARNYS;000336;0;2018-05-14 00:00:00.000;NULL;9.2908;9.29;12.95;0032; 
GINKORO 90 COMP VEG -ELADIET-;000337;1;2023-09-19 00:00:00.000;NULL;6.5503;6.55;8.98;0032; 
PIANTO EXTRA 390 ML CURATIVO;000338;0;2018-04-11 00:00:00.000;NULL;43.7022;43.7;55.83;0032; 
TALONERA-CODERA ANTIESCARAS 2 UND. REF.594689;000339;0;2016-06-22 00:00:00.000;NULL;5.3918;5.39;7.95;0115; 
CHLORELLA TAIWAN PARED CELULAR ROTA 120 CAPS;000340;0;2018-10-08 00:00:00.000;NULL;14.7048;14.7;21.64;0032; 
DINACOL 30 CAP.;000341;0;2018-04-12 00:00:00.000;NULL;12.1426;12.14;17.1;0032;P2151
PROTECTOR SOLAR ANOTA GRIS;000342;0;2018-04-18 00:00:00.000;NULL;1.3377;1.34;1.95;0084; 
MULETILLA PLEGABLE ALUMINIO -ANOTA-;000343;0;2018-04-19 00:00:00.000;NULL;18.7407;18.74;27.95;0115; 
PRANAROM ACEITE ESENCIAL DE ABETO BLANCO 10ML;000345;0;2018-04-23 00:00:00.000;NULL;4.2889;4.29;6.95;0032;P0816
NUTRIENTES ANTIOXIDANTES 100 TAB. LAB.SOLGAR;000347;0;2018-08-07 00:00:00.000;NULL;37.2215;37.22;58.95;0221;00007
BOLDOCYNARA 60 COMPR. (VOGEL);000348;0;2019-02-22 00:00:00.000;NULL;11.86;11.86;15.95;0032;P1197
REGALIZ ZARA BARRA S/AZUCAR;000349;283;2023-11-14 00:00:00.000;2028-01-01 00:00:00.000;0.156;0.16;0.25;0241; 
L-GLUTAMINE 500 MG  50 CAPS. (SOLGAR);000350;1;2023-10-23 00:00:00.000;2025-12-01 00:00:00.000;12.4155;12.42;18.95;0221;00007
BASE DEFINIDO 32B -ERLINGEN-;000351;0;2018-04-24 00:00:00.000;NULL;19.3613;19.36;26.55;0032; 
YOGI TEA MOON SALUTATION;000352;1;2023-04-19 00:00:00.000;2025-09-01 00:00:00.000;2.8574;2.86;3.95;0111;P0216
ESTER-C 1000MG -VBYOTICS-;000353;0;2018-04-24 00:00:00.000;NULL;20.4976;20.5;28.26;0032; 
PUREGON PEN PLUMA DISPOSITIVO PUNCION;000354;5;NULL;NULL;0;0;0; ; 
VITAMINOR KONDRO COMPLEX 60 CAPS.;000355;0;2018-09-26 00:00:00.000;NULL;38.6892;38.69;49.95;0089;P1048
VECTI-PUR 60 CAPS NUTERGIA;000357;0;2021-10-24 00:00:00.000;NULL;13.86;13.86;23;0008;00004
LACTOFERRINA  150 MG 60 CAPS. BONUSAN;000358;0;2018-04-26 00:00:00.000;NULL;35.091;34.16;48.8;0032; 
MIRACULUS BARRA LABIAL 4,8 GRS;000359;0;2018-04-27 00:00:00.000;NULL;2.1296;2.13;3.95;0026; 
VITAMINOR MULTIVITAMINICO COMPLEX 60CAPS;000360;0;2018-04-27 00:00:00.000;NULL;33.4748;33.47;45.95;0089; 
HIERRO FE 32 COMPR. SORIA NATURAL;000361;0;2018-04-27 00:00:00.000;NULL;5.1912;5.19;7.1;0032;E0905
PRE-TAPE ESPUMA 7X27CM BEIG 2UDS;000363;0;2018-04-30 00:00:00.000;NULL;7.4881;7.49;10.95;0115; 
MINOXIDIL 100G -COFARES-;000364;0;2018-05-02 00:00:00.000;NULL;25.54;25.54;25.55;0084; 
ACEITE DE NEEM 200 ML LAB. AYURVEDA;000365;0;2021-01-29 00:00:00.000;NULL;14.6897;14.69;18.6;0032; 
HEPATOVANCE 300ML -INOVANCE-;000366;0;2018-05-31 00:00:00.000;NULL;14.5823;14.58;18;0032;E9999
DESODORANTE MINERAL ALUMBRE POTASIO-CORPORESANO-;000367;0;2018-05-07 00:00:00.000;NULL;6.4362;6.44;9.13;0032; 
LRA LEVADURA ROJA DE ARROZ/Q10 30 CAPS.;000368;0;2018-05-08 00:00:00.000;NULL;10.4716;10.47;14.5;0032;P1841
SERRAPEPTASE 60000 UI 30 CÁPS. LAB. HEALTH AID;000369;0;2018-04-04 00:00:00.000;NULL;11.697;11.7;15.95; ; 
CHICCO MORDEDORES BABEROS ROSA;000370;3;2018-05-11 00:00:00.000;NULL;6.2242;6.22;9.95; ;P0972
ACEROLA 1000 100 COMPR. LAB. ORTHONAT;000371;0;2018-05-09 00:00:00.000;NULL;26.2904;26.29;34.2;0032; 
OLIGOPHYTUM H14 COBRE-ORO-PLAT 100 G -HOLISTICA-;000374;0;2019-06-26 00:00:00.000;NULL;9.82548;9.83;11.72; ; 
L-ARGININA + L-ORNITINA 28 SOBRES -MGDOSE-;000377;0;2021-07-28 00:00:00.000;NULL;21.6;21.6;27.4;0032;E0905
THYROVANCE 30 COMPR.;000378;0;2023-06-07 00:00:00.000;NULL;15.9636;15.96;19.7;0032;P2027
SOL DE ORO CREMA 40 ML;000379;0;2011-07-25 00:00:00.000;NULL;6.1;6.1;7.8;0032;E5127
OREGANO ACEITE ESENCIAL 15 ML SORIA NATURAL;000380;0;2018-05-09 00:00:00.000;NULL;10.8392;10.84;14.99;0032;E0905
LYMPHOMYOSOT 100 AMP.;000381;0;2018-05-10 00:00:00.000;NULL;85.0525;85.05;117.4;0032; 
FOLACIN (AC.FOLICO) 400 MCRGR. 100 TABL. SOLGAR;000382;2;2023-08-31 00:00:00.000;2024-01-01 00:00:00.000;4.9796;5.37;8.45;0221;00007
NAC N-ACETILCISTEINA 120 COMPR.;000383;0;2022-02-23 00:00:00.000;NULL;11.8752;11.88;16.3;0032;P0117
LACTANCIA INFUSION 20 SOBRES LAB. BIOVER;000384;0;2018-05-10 00:00:00.000;NULL;4.3669;4.37;5.95;0032; 
OSTEO COMPLEX 120 COMPR.;000385;0;2018-05-10 00:00:00.000;NULL;17.5678;17.57;22.27;0032;E0905
ACEITE PO-HO 10 ML LAB. A. VOGEL;000386;0;2022-07-25 00:00:00.000;NULL;9.73;9.73;13.61;0032;P1197
5HTP 50 MG. 100 CAPS. LAB. UNIV. NATURAL;000387;0;2018-05-10 00:00:00.000;NULL;16.4983;16.5;23.66;0032; 
COBRE QUELADO 100TAB -SOLGAR-;000388;1;2022-08-30 00:00:00.000;2025-10-01 00:00:00.000;8.0208;8.02;13.95;0221;00007
L-GLUTATION 50MG 30CAP -SOLGAR-;000389;1;2023-10-23 00:00:00.000;2025-09-01 00:00:00.000;12.098;12.1;18.45;0221;00007
L-FENILALANINA 500 MG 50 CAPS.SOLGAR;000390;0;2016-10-04 00:00:00.000;NULL;14.79;14.79;20.9;0221;00007
ARTRINUTIL COLAGENO 450GR;000392;0;2018-05-21 00:00:00.000;NULL;31.4371;31.44;38.8;0032; 
PINZA DISECCION S/D 14 CM RECTA;000393;0;2018-05-22 00:00:00.000;NULL;4.1015;4.1;5.95;0115;E5136
ARTEMISA  HOLOFIT 60 CAPS. LAB. EQUISALUD;000395;0;2018-05-22 00:00:00.000;NULL;11.98;11.98;17.12;0032;P1997
NECTALOE 20 STICKS LAB.SANTEVERTE;000396;0;2018-09-26 00:00:00.000;NULL;9.9146;9.91;13.99;0032;P0229
PASIFLORA XXI EXTRACT, 50 ML S/ALC. 50 ML SORIA;000397;1;2023-11-20 00:00:00.000;2026-08-01 00:00:00.000;6.8288;6.83;10.65;0032;E0905
KEFUS PROTECTOR LABIAL AC.HIPERICO 15 ML;000398;0;2018-05-22 00:00:00.000;NULL;2.3095;2.31;3.95; ;P1162
KEFUS PROTECTOR LABIAL MACADAMIA 15 ML;000399;1;2018-05-22 00:00:00.000;NULL;2.3095;2.31;3.95; ;P1162
KEFUS PROTECTOR LABIAL PROPOLEO 15 ML;000400;0;2018-05-22 00:00:00.000;NULL;2.3095;2.31;3.95; ;P1162
KEFUS PROTECTOR LABIAL MANTECA KARITE 15 ML;000401;0;2018-05-22 00:00:00.000;NULL;2.3095;2.31;3.95; ;P1162
VITALPUR DIETA 20 VIALES;000402;0;2018-05-24 00:00:00.000;NULL;16.77;16.77;23.95;0032;P1158
CREATINA 575 MG 120 CAPS . HERBAL;000403;0;2023-03-24 00:00:00.000;NULL;18.7486;18.75;21.9;0032; 
ACEITE DE SEMILLA DE UVA 60 ML VALEFARMA;000404;0;2011-05-12 00:00:00.000;NULL;7.93;7.93;12.5;0021; 
PHYTO RE-30 50ML;000405;0;2020-12-17 00:00:00.000;NULL;30.92;30.92;48.95; ;P0242
PLATA COLOIDAL120PPM 50ML;000406;0;2019-12-18 00:00:00.000;NULL;34.074;34.07;46.7;0032; 
GARCINIA CAMBOGIA 60CAPS -PRISMANATURAL-;000407;0;2018-05-29 00:00:00.000;NULL;14.3994;14.4;16.95;0032; 
ORTHOD3 2000 UI GOTAS 23 ML -ORTHONAT-;000408;0;2019-11-22 00:00:00.000;NULL;22.8259;22.83;29.7;0032; 
ESTER C PLUS 1.000 MGRS. 180 COMPR. SOLGAR;000409;4;2023-10-23 00:00:00.000;2024-12-01 00:00:00.000;50.1294;52.06;83.95;0221;00007
SERENOTTE (MELATONINA) GOTAS 50 ML;000410;1;2023-04-13 00:00:00.000;2024-04-01 00:00:00.000;10.026;10.03;14.3;0032;P2170
VITAMINA K2 (MENAQUINONA-7) 90 MCGR. 60 CAPS. DO;000412;0;2018-06-04 00:00:00.000;NULL;26.1344;26.13;36.87;0032; 
TARTEPHEDREEL N 30 ML GOTAS;000413;0;2019-11-26 00:00:00.000;NULL;13.0895;13.09;16.95;0032;E5154
SYMPHYTUM CREMA 35 GRS.;000414;0;2018-06-04 00:00:00.000;NULL;7.2944;7.29;9.95;0032;E5007
RESVERADOX FORTE PACK 30+30 (50% DTO. 2ª CAJA);000415;0;2018-01-26 00:00:00.000;NULL;25.0655;24.55;32.95; ;P1016
ESTRES ZE ES3 30 CAPS (ZEUS);000416;0;2022-02-15 00:00:00.000;NULL;9.2908;9.29;13.65; ; 
ACIDOPHILUS EXTRA 10 60 CAPS.;000418;0;2023-04-14 00:00:00.000;NULL;28.2956;28.3;39.95;0032;P1752
ACEITE DE COCO 500 ML LAB.MARNYS;000419;0;2018-06-05 00:00:00.000;NULL;9.6291;9.63;11.3;0032; 
COMINO NEGRO ACEITE VIRGEN BIO 60 ML;000420;0;2018-06-05 00:00:00.000;NULL;6.8957;6.9;10.7;0032;P1396
AJO PURO 120 PERLAS LAB. BIOFORCE;000421;0;2019-10-10 00:00:00.000;NULL;9.7475;9.75;12.95;0032;E5007
AKILEINE POLVO ABSORV. PIES 75 GRS.;000422;0;2018-06-06 00:00:00.000;NULL;8.6068;8.61;12.95;0032;P0656
VITAMINA D3 75 MCGRS./3000UI 60 CAPS. BONUSAN;000423;0;2022-02-21 00:00:00.000;NULL;16.1753;16.18;22.5;0032; 
ACEITE DE CANNABIS SEMILLAS CAÑAMO 125 ML MARNYS;000424;0;2019-03-14 00:00:00.000;NULL;6.8734;6.87;9.2;0032; 
GRAPHITES HOMACCORD 100 AMPOLLAS;000425;0;2020-06-10 00:00:00.000;NULL;83.3178;83.32;115; ;E5154
COENZIMA B12 1500 MCGRS. 90 COMPR. BONUSAN;000426;0;2018-06-07 00:00:00.000;NULL;21.0657;21.07;29.3;0032; 
ZAPATO POST-OPERATORIO T. XL 43-45;000427;0;2016-04-21 00:00:00.000;NULL;18.6397;22.29;25.95; ; 
PIANTO EXTRA 390 ML CURATIVO LAB.VIPASANA BIO;000429;0;2018-06-08 00:00:00.000;NULL;43.7022;43.7;55.83;0032; 
ERGYSIL GEL (SILICIO ORGANICO) 200ML;000430;1;2019-09-06 00:00:00.000;NULL;13.6555;13.66;22;0008;00004
NUAEPA 1200 MG 30 CAPS. LAB.NUA BIOLOG.;000431;0;2023-01-17 00:00:00.000;NULL;29.1645;29.16;34.9;0032;P0299
LIPOSOMIAL CUREIT CURCUMIN 250 ML LAB.CURESUPPOR;000432;0;2018-06-08 00:00:00.000;NULL;30.713;30.71;39.95;0032; 
TE VERDE EXTRACTO 60 CAPS. LAB. BONUSAN;000433;0;2018-06-08 00:00:00.000;NULL;0;0;31.8;0032; 
MEDULLA OSSIS SUIS-INJEEL;000434;0;2018-06-11 00:00:00.000;NULL;24.0141;24.01;33.15;0025;E5154
TESTIS COMP. N;000435;0;2018-06-11 00:00:00.000;NULL;13.3655;13.37;18.45;0025;E5154
JUGO DE PATATA 500ML;000436;0;2018-11-12 00:00:00.000;NULL;3.8879;3.89;5.35;0032;E5007
FEMALE MULTIPLE 120 COMP (SOLGAR);000438;0;2022-01-12 00:00:00.000;NULL;27.4569;27.46;47.95;0221;00007
HIPERICO 300MG (ST. JOHN´S WORT) 50TAB SOLGAR;000439;0;2019-12-19 00:00:00.000;NULL;16.1;16.1;25.5;0221;00007
COMODYNES SELF-TANNING INTENSIVE 1 TOALLITA;000440;0;2017-05-23 00:00:00.000;NULL;0.8992;0.94;1.6; ;E0926
THYROVANCE 90 COMP -INNOVANCE-;000441;0;2023-11-10 00:00:00.000;NULL;39.8589;39.86;49.2;0032; 
COLAGENO MARINO+SILICEO ORGAN 180 COMP -PRISMA N;000442;0;2022-03-02 00:00:00.000;NULL;12.6996;12.7;16.23;0032;P1013
ACEITE DE ONAGRA-BORRAJA-VIT.E 120 PERLAS EL VAL;000443;0;2019-10-22 00:00:00.000;NULL;15.2618;15.26;20;0032; 
N'S MULTIVITAMINICO+MINERALES 60COMP;000444;0;2018-06-27 00:00:00.000;NULL;7.0516;7.05;10.95;0221;00007
INFLA-GUARD 60 COMPR. LAB.DOUGLAS;000445;0;2019-07-18 00:00:00.000;NULL;24.7754;24.78;35.7;0032; 
SIMBIOLINE VIENTRE PLANO 60 CÁPS. MUNDONATURAL;000446;0;2018-02-13 00:00:00.000;NULL;25.2767;25.28;35.65;0032; 
ACEITE DE JOJOBA 100 ML LAB.PHYSALIS;000447;0;2020-02-06 00:00:00.000;NULL;11.2318;11.23;15;0032; 
DIBECOL GLUCO 90 CAPS;000448;0;2018-07-18 00:00:00.000;NULL;26.8697;26.87;37.9;0032; 
VITAMIN B12 FAMILY;000449;0;2023-08-02 00:00:00.000;NULL;15.5626;15.56;21.95;0032; 
MERITENE MOBILIS DUPLO 2ª UNDAD. 50% DTO.;000450;0;2018-07-23 00:00:00.000;NULL;16.5;16.5;27.95; ;P0800
MENTA PIPERITA AC. ESENCIAL 15 ML LAB. MARNYS;000453;0;2018-07-24 00:00:00.000;NULL;3.9436;3.94;5.7;0032; 
RODILLERA NEOPRENO MC DAVID PROT. NIVEL 1;000454;0;2016-04-27 00:00:00.000;NULL;16.8437;17.41;27.95; ; 
ESENCIA LIMON 10 CC LAB. PLANTIS;000455;0;2018-07-24 00:00:00.000;NULL;4.4114;4.41;5.65;0032; 
